,G2cruise,G2station,G2latitude,G2longitude,G2pressure,G2theta,G2salinity,G2salinityf
281079,391,21.0,43.0,-17.33,150.09,12.437000000000001,35.654,2
281137,391,25.0,44.5,-18.0,299.18,12.362,35.647,2
281151,391,26.0,44.0,-18.0,298.84,12.307,35.647,2
281177,391,28.0,43.0,-18.0,148.82,12.539000000000001,35.655,2
281192,391,29.0,42.5,-18.0,197.23,12.505999999999998,35.664,2
281208,391,30.0,42.0,-18.0,399.0,12.235999999999999,35.643,2
281249,391,33.0,40.5,-18.0,299.0,12.54,35.671,2
281277,391,35.0,39.5,-18.0,298.54,12.425,35.664,2
281291,391,36.0,39.0,-18.0,297.65,12.447000000000001,35.667,2
281306,391,37.0,39.0,-18.66,399.56,12.094000000000001,35.655,2
281320,391,38.0,39.0,-19.33,397.37,11.994000000000002,35.641,2
281334,391,39.0,39.5,-19.33,397.9,12.069,35.641,2
281348,391,40.0,39.5,-18.66,396.88,12.341,35.669000000000004,2
281362,391,41.0,40.0,-18.66,398.48,12.324000000000002,35.65,2
281376,391,42.0,40.0,-19.33,398.12,12.277000000000001,35.65,2
281404,391,44.0,40.5,-18.66,399.32,12.123,35.663000000000004,2
281432,391,46.0,41.5,-18.66,398.06,12.368,35.66,2
281500,391,51.0,43.5,-19.33,198.41,12.585999999999999,35.673,2
281571,391,56.0,41.0,-19.33,398.84,12.285,35.662,2
281585,391,57.0,41.0,-20.0,398.54,12.418,35.662,2
281626,391,60.0,42.5,-20.0,298.59,12.474,35.666,2
281640,391,61.0,43.0,-20.0,299.72,12.543,35.668,2
281708,391,66.0,44.5,-19.33,150.2,12.523,35.654,2
281738,391,68.0,44.0,-20.66,300.66,12.374,35.643,2
281807,391,73.0,42.0,-21.33,287.94,12.4,35.65,2
281919,391,81.0,39.5,-20.66,398.79,12.151,35.669000000000004,2
281932,391,82.0,39.5,-20.0,298.23,12.442,35.669000000000004,2
283378,392,60.0,47.665,-20.555999999999997,96.9,12.679,35.673,2
283520,392,65.0,45.795,-19.090999999999998,196.5,12.464,35.677,2
283633,392,69.0,44.376999999999995,-17.817,297.3,12.252,35.653,2
283661,392,70.0,44.077,-17.426,297.2,12.185,35.641,2
283801,392,76.0,42.581,-15.458,296.4,12.402000000000001,35.663000000000004,2
283941,392,81.0,41.083999999999996,-13.491,297.2,12.437999999999999,35.664,2
283968,392,82.0,40.786,-13.097999999999999,196.4,12.519,35.673,2
283996,392,83.0,40.551,-12.645999999999999,196.9,12.261,35.645,2
285841,393,80.0,47.288999999999994,-20.257,136.4,12.2,35.652,2
285900,393,82.0,46.54,-19.671,396.5,12.300999999999998,35.678000000000004,2
285928,393,83.0,46.17,-19.384,397.5,12.323,35.679,2
285955,393,84.0,45.788999999999994,-19.102,296.8,12.177999999999999,35.646,2
286010,393,86.0,45.049,-18.502,298.1,12.074000000000002,35.657,2
286096,393,89.0,44.227,-17.622,289.7,12.142999999999999,35.64,2
286202,393,93.0,43.18,-16.246,297.9,12.270999999999999,35.668,2
286229,393,94.0,43.03,-16.044,297.5,12.329,35.679,2
286257,393,95.0,42.881,-15.85,296.6,12.280999999999999,35.671,2
286368,393,99.0,42.278,-15.068,346.6,12.165999999999999,35.652,2
286423,393,101.0,41.683,-14.277999999999999,296.8,12.15,35.653,2
286451,393,102.0,41.383,-13.888,296.7,12.200999999999999,35.661,2
286479,393,103.0,41.086000000000006,-13.491,296.5,12.36,35.679,2
286535,393,105.0,40.549,-12.642999999999999,296.6,12.116,35.649,2
286563,393,106.0,40.333,-12.22,285.6,12.207,35.659,2
287088,394,14.0,40.332,-12.213,300.3,11.954,35.672,2
287144,394,17.0,40.787,-13.1,300.3,12.128,35.678000000000004,2
287173,394,18.0,41.083999999999996,-13.487,399.6,11.917,35.663000000000004,2
287228,394,20.0,41.681999999999995,-14.277999999999999,300.2,12.03,35.664,2
287256,394,21.0,41.981,-14.673,299.9,12.079,35.653,2
287283,394,22.0,42.281000000000006,-15.062999999999999,300.0,12.288,35.68,2
287368,394,25.0,43.183,-16.246,299.8,12.16,35.662,2
287481,394,29.0,44.376999999999995,-17.817,400.7,12.447000000000001,35.671,2
287509,394,30.0,44.674,-18.211,401.8,12.137,35.655,2
287537,394,31.0,45.052,-18.504,399.5,12.261,35.641,2
287563,394,32.0,45.419,-18.795,201.2,12.305,35.653,2
287703,394,37.0,47.291000000000004,-20.264,200.4,12.386,35.661,2
287731,394,38.0,47.663000000000004,-20.56,200.7,12.366,35.654,2
289522,395,21.0,42.581,-15.460999999999999,201.1,12.105,35.678000000000004,2
289523,395,21.0,42.581,-15.460999999999999,299.2,11.98,35.677,2
289691,395,27.0,44.376999999999995,-17.817,300.1,11.984000000000002,35.671,2
289718,395,28.0,44.674,-18.211,198.6,12.064,35.676,2
289719,395,28.0,44.674,-18.211,299.4,11.912,35.665,2
289746,395,29.0,45.051,-18.505,199.4,11.955,35.661,2
289775,395,30.0,45.422,-18.797,300.6,12.030999999999999,35.654,2
289831,395,32.0,46.17,-19.381,300.4,12.144,35.68,2
289858,395,33.0,46.544,-19.672,298.8,11.993,35.644,2
296872,659,33.0,46.001000000000005,-12.667,100.1,12.078,35.644,2
303512,668,19.0,47.263000000000005,-21.978,99.916,12.459000000000001,35.679,2
303574,668,22.0,46.95,-20.033,95.925,12.475999999999999,35.673,2
303575,668,22.0,46.95,-20.033,102.9,12.4,35.658,2
303617,668,24.0,44.001999999999995,-20.007,195.87,12.307,35.66,2
303664,668,26.0,42.003,-19.983,123.97,12.48,35.673,2
303666,668,26.0,42.003,-19.983,149.98,12.269,35.657,2
303667,668,26.0,42.003,-19.983,200.91,12.252,35.650999999999996,2
303703,668,29.0,39.013000000000005,-20.005,249.02,12.538,35.664,2
304807,669,47.0,45.0,-20.0,152.0,12.01,35.667,2
304808,669,47.0,45.0,-20.0,154.0,11.993,35.666,2
304809,669,47.0,45.0,-20.0,157.0,11.989,35.665,2
304826,669,48.0,46.0,-19.99,150.0,12.054,35.677,2
304827,669,48.0,46.0,-19.99,152.0,12.046,35.676,2
304828,669,48.0,46.0,-19.99,225.0,11.956,35.668,2
304829,669,48.0,46.0,-19.99,228.0,11.952,35.667,2
304971,669,51.0,47.056999999999995,-19.9,75.0,12.113,35.668,2
304983,669,51.0,47.056999999999995,-19.9,101.0,12.134,35.679,2
304990,669,51.0,47.056999999999995,-19.9,103.0,12.192,35.677,2
304991,669,51.0,47.056999999999995,-19.9,103.0,12.19,35.677,2
304992,669,51.0,47.056999999999995,-19.9,103.0,12.194,35.677,2
304993,669,51.0,47.056999999999995,-19.9,103.0,12.192,35.677,2
304994,669,51.0,47.056999999999995,-19.9,103.0,12.193,35.678000000000004,2
304995,669,51.0,47.056999999999995,-19.9,104.0,12.187000000000001,35.676,2
305000,669,51.0,47.056999999999995,-19.9,151.0,12.11,35.678000000000004,2
305001,669,51.0,47.056999999999995,-19.9,151.0,12.114,35.68,2
305002,669,51.0,47.056999999999995,-19.9,151.0,12.116,35.679,2
305003,669,51.0,47.056999999999995,-19.9,151.0,12.120999999999999,35.68,2
305007,669,51.0,47.056999999999995,-19.9,152.0,12.118,35.679,2
305008,669,51.0,47.056999999999995,-19.9,152.0,12.12,35.68,2
305009,669,51.0,47.056999999999995,-19.9,153.0,12.003,35.671,2
305112,669,53.0,47.333,-20.0,103.0,12.030999999999999,35.66,2
310589,673,4.0,41.406000000000006,-12.299000000000001,151.19,12.405,35.655,2
310590,673,4.0,41.406000000000006,-12.299000000000001,161.96,12.298,35.645,2
310682,673,5.0,41.303000000000004,-14.3,279.92,12.402000000000001,35.676,2
310683,673,5.0,41.303000000000004,-14.3,289.92,12.350999999999999,35.667,2
310684,673,5.0,41.303000000000004,-14.3,302.49,12.167,35.646,2
310764,673,6.0,41.208999999999996,-16.003,220.94,12.45,35.672,2
310765,673,6.0,41.208999999999996,-16.003,231.94,12.389000000000001,35.666,2
310766,673,6.0,41.208999999999996,-16.003,240.94,12.338,35.659,2
310767,673,6.0,41.208999999999996,-16.003,252.05,12.251,35.650999999999996,2
310768,673,6.0,41.208999999999996,-16.003,270.93,12.194,35.641999999999996,2
310847,673,7.0,41.153999999999996,-18.488,179.96,12.475999999999999,35.677,2
310848,673,7.0,41.153999999999996,-18.488,191.53,12.432,35.672,2
310849,673,7.0,41.153999999999996,-18.488,210.95,12.302,35.655,2
310850,673,7.0,41.153999999999996,-18.488,220.94,12.251,35.648,2
310936,673,8.0,41.096000000000004,-20.595,280.93,12.362,35.664,2
310982,673,9.0,41.047,-23.098000000000003,291.93,12.431,35.669000000000004,2
310983,673,9.0,41.047,-23.098000000000003,302.49,12.379000000000001,35.666,2
310984,673,9.0,41.047,-23.098000000000003,322.92,12.247,35.644,2
310985,673,9.0,41.047,-23.098000000000003,330.92,12.216,35.641999999999996,2
311065,673,10.0,39.297,-23.108,291.57,12.456,35.665,2
311066,673,10.0,39.297,-23.108,302.49,12.350999999999999,35.661,2
311067,673,10.0,39.297,-23.108,321.07,12.263,35.641999999999996,2
317723,679,11.0,42.013999999999996,-19.562,307.54,11.96,35.676,2
317807,679,15.0,44.597,-23.484,216.74,12.14,35.66,2
318271,679,39.0,47.985,-15.949000000000002,36.478,11.94,35.65,2
318400,679,184.0,45.567,-16.125999999999998,5.0381,12.329,35.678000000000004,2
318401,679,185.0,45.599,-16.067999999999998,5.0381,12.329,35.679,2
318402,679,186.0,45.651,-16.02,5.0381,12.329,35.674,2
318403,679,187.0,45.724,-16.044,5.0381,12.339,35.671,2
318404,679,188.0,45.81,-16.070999999999998,5.0381,12.269,35.665,2
318405,679,189.0,45.871,-16.09,5.0381,12.319,35.675,2
318406,679,190.0,45.949,-16.1,5.0381,12.269,35.674,2
318407,679,191.0,46.026,-16.094,5.0381,12.259,35.655,2
318408,679,192.0,46.105,-16.095,5.0381,12.139000000000001,35.641999999999996,2
318409,679,193.0,46.184,-16.093,5.0381,12.179,35.657,2
318410,679,194.0,46.262,-16.088,5.0381,12.189,35.67,2
318411,679,195.0,46.338,-16.081,5.0381,12.239,35.669000000000004,2
318412,679,196.0,46.415,-16.073,5.0381,12.279000000000002,35.672,2
318428,679,212.0,47.633,-15.977,5.0381,11.989,35.656,2
318429,679,213.0,47.708,-15.969000000000001,5.0381,12.109000000000002,35.679,2
318430,679,214.0,47.798,-15.964,5.0381,12.029000000000002,35.667,2
318466,679,250.0,47.956,-20.0,5.0381,12.399000000000001,35.650999999999996,2
323159,684,12.0,46.435,-17.725,46.052,12.335,35.649,2
323160,684,12.0,46.435,-17.725,60.263000000000005,12.261,35.672,2
323161,684,12.0,46.435,-17.725,80.22,12.207,35.679,2
323162,684,12.0,46.435,-17.725,99.977,12.116,35.663000000000004,2
323163,684,12.0,46.435,-17.725,149.28,11.921,35.64,2
324877,685,55.0,47.035,-20.206,74.273,12.411,35.665,2
324878,685,55.0,47.035,-20.206,98.76700000000001,12.277000000000001,35.675,2
324879,685,55.0,47.035,-20.206,123.67,12.122,35.658,2
324880,685,55.0,47.035,-20.206,147.66,12.024000000000001,35.647,2
324927,685,63.0,46.747,-19.928,97.55799999999999,12.317,35.677,2
324942,685,65.0,46.715,-19.965,88.68700000000001,12.429,35.676,2
324962,685,69.0,46.611000000000004,-19.965999999999998,98.666,12.308,35.677,2
324969,685,70.0,46.61600000000001,-19.925,58.953,12.68,35.675,2
324970,685,70.0,46.61600000000001,-19.925,98.162,12.318,35.668,2
324990,685,73.0,46.56100000000001,-19.878,58.04600000000001,12.695,35.668,2
324997,685,74.0,46.548,-19.840999999999998,97.86,12.334000000000001,35.672,2
325028,685,79.0,46.74100000000001,-19.865,49.277,12.58,35.650999999999996,2
325029,685,79.0,46.74100000000001,-19.865,97.961,12.092,35.654,2
325047,685,81.0,46.736999999999995,-19.924,49.076,12.671,35.676,2
325049,685,81.0,46.736999999999995,-19.924,88.385,12.1,35.650999999999996,2
325051,685,82.0,46.74,-19.917,54.216,12.520999999999999,35.676,2
325054,685,82.0,46.74,-19.917,68.931,12.284,35.67,2
325838,688,2.0,46.54600000000001,-15.708,49.176,12.102,35.667,2
325839,688,2.0,46.54600000000001,-15.708,59.658,12.02,35.658,2
325840,688,2.0,46.54600000000001,-15.708,74.374,11.978,35.653,2
325860,688,4.0,47.82,-16.955,68.42699999999999,12.216,35.669000000000004,2
325870,688,7.0,47.93899999999999,-16.773,70.342,12.132,35.667,2
325876,688,8.0,47.938,-16.77,69.435,11.979000000000001,35.65,2
325905,688,15.0,47.074,-15.845999999999998,68.729,12.265999999999998,35.678000000000004,2
325911,688,16.0,46.958999999999996,-16.03,68.32600000000001,12.129000000000001,35.667,2
325924,688,18.0,46.845,-16.197,148.07,12.047,35.672,2
328324,693,24.0,41.501000000000005,-12.671,207.8,12.207,35.674,2
328397,693,27.0,41.483999999999995,-14.675999999999998,309.5,12.023,35.643,2
328445,693,29.0,41.5,-15.985,272.7,12.03,35.645,2
328518,693,32.0,41.5,-17.993,269.0,12.289000000000001,35.677,2
328593,693,35.0,41.498999999999995,-20.007,295.8,12.095999999999998,35.644,2
328663,693,38.0,42.663999999999994,-21.26,316.1,12.061,35.64,2
328709,693,40.0,43.443999999999996,-22.084,174.9,12.200999999999999,35.655,2
328734,693,41.0,43.842,-22.505,206.9,12.377,35.68,2
328735,693,41.0,43.842,-22.505,258.3,12.097999999999999,35.641,2
328783,693,43.0,44.617,-23.340999999999998,319.1,12.460999999999999,35.677,2
328857,693,46.0,45.788000000000004,-24.646,269.7,12.404000000000002,35.667,2
331822,694,13459.0,41.501999999999995,-19.993,246.9,12.222000000000001,35.665,2
331844,694,13460.0,42.001999999999995,-19.993,204.8,12.300999999999998,35.678000000000004,2
331887,694,13462.0,43.016999999999996,-20.012,329.1,12.213,35.669000000000004,2
331998,694,13467.0,45.501999999999995,-20.012,65.8,12.513,35.68,2
332000,694,13467.0,45.501999999999995,-20.012,116.3,12.412,35.674,2
332001,694,13467.0,45.501999999999995,-20.012,145.9,12.382,35.676,2
332003,694,13467.0,45.501999999999995,-20.012,226.7,12.186,35.641,2
332021,694,13468.0,46.003,-20.008,85.5,12.427,35.666,2
332022,694,13468.0,46.003,-20.008,124.9,12.359000000000002,35.665,2
332023,694,13468.0,46.003,-20.008,166.3,12.218,35.648,2
332091,694,13471.0,47.498000000000005,-19.997,85.5,12.499,35.658,2
332113,694,13472.0,47.997,-19.985,29.3,12.582,35.662,2
332114,694,13472.0,47.997,-19.985,54.6,12.489,35.66,2
332115,694,13472.0,47.997,-19.985,79.0,12.384,35.641999999999996,2
340953,700,4.0,47.0,-19.988,186.4,12.445,35.68,2
340978,700,5.0,45.99,-20.000999999999998,189.0,12.464,35.669000000000004,2
340979,700,5.0,45.99,-20.000999999999998,264.4,12.227,35.649,2
341124,700,11.0,39.994,-19.983,389.0,12.097999999999999,35.666,2
395991,1031,20.0,42.282,-15.065,299.3,12.112,35.675,2
396063,1031,23.0,43.181000000000004,-16.244,302.1,12.058,35.67,2
396088,1031,24.0,43.478,-16.636,401.0,11.952,35.661,2
396112,1031,25.0,43.778999999999996,-17.031,398.6,11.917,35.650999999999996,2
396136,1031,26.0,44.077,-17.424,400.2,11.924000000000001,35.656,2
396159,1031,27.0,44.378,-17.815,300.6,12.349,35.674,2
396183,1031,28.0,44.674,-18.21,299.2,12.294,35.658,2
396232,1031,30.0,45.42,-18.796,380.3,12.078,35.657,2
396255,1031,31.0,45.794,-19.09,301.4,12.300999999999998,35.663000000000004,2
396256,1031,31.0,45.794,-19.09,399.1,12.181,35.679,2
396303,1031,33.0,46.545,-19.671,300.9,12.275,35.644,2
396373,1031,36.0,47.665,-20.553,99.9,12.630999999999998,35.653,2
401194,1041,38.0,46.498999999999995,-20.0,172.6,12.578,35.646,2
401196,1041,38.0,46.498999999999995,-20.0,335.8,12.19,35.643,2
401243,1041,40.0,45.498000000000005,-20.0,173.3,12.475999999999999,35.648,2
401244,1041,40.0,45.498000000000005,-20.0,248.4,12.28,35.641999999999996,2
401291,1041,42.0,44.498000000000005,-19.997,185.3,12.579,35.673,2
401414,1041,47.0,42.0,-20.0,273.7,12.662,35.67,2
401415,1041,47.0,42.0,-20.0,323.1,12.405,35.650999999999996,2
401440,1041,48.0,41.498999999999995,-19.994,348.4,12.31,35.641,2
401441,1041,48.0,41.498999999999995,-19.994,410.3,12.117,35.646,2
401461,1041,49.0,40.998999999999995,-20.0,315.8,12.529000000000002,35.663000000000004,2
401462,1041,49.0,40.998999999999995,-20.0,402.4,12.159,35.647,2
401535,1041,52.0,39.499,-20.0,498.1,11.98,35.64,2
406685,1047,11.0,40.333,-12.219000000000001,299.9,12.189,35.675,2
406709,1047,12.0,40.787,-13.1,300.7,12.138,35.66,2
406734,1047,13.0,41.383,-13.888,300.1,12.255,35.675,2
406755,1047,14.0,41.983000000000004,-14.672,100.1,12.373,35.676,2
406756,1047,14.0,41.983000000000004,-14.672,199.6,12.097999999999999,35.654,2
406780,1047,15.0,42.581,-15.460999999999999,200.5,12.123,35.656,2
406803,1047,16.0,43.181000000000004,-16.245,100.7,12.265999999999998,35.67,2
406827,1047,17.0,43.78,-17.032,101.5,12.225,35.666,2
406851,1047,18.0,44.376999999999995,-17.817,100.6,12.305,35.666,2
406852,1047,18.0,44.376999999999995,-17.817,200.4,12.142000000000001,35.66,2
406853,1047,18.0,44.376999999999995,-17.817,300.6,12.005,35.641999999999996,2
406876,1047,19.0,45.051,-18.505,199.2,12.044,35.646,2
406924,1047,21.0,46.544,-19.672,149.9,12.304,35.671,2
406925,1047,21.0,46.544,-19.672,197.6,12.09,35.645,2
435887,2007,655.0,47.792,-24.9753,209.2,12.5175917340907,35.6756,2
436801,2011,13.0,40.3341,-12.220999999999998,401.6,11.9325485825041,35.6496,2
436855,2011,15.0,40.9362,-13.2952,200.0,12.3155333218529,35.6757,2
436882,2011,16.0,41.3824,-13.8903,149.8,12.637061942773599,35.6568,2
436883,2011,16.0,41.3824,-13.8903,200.7,12.456939577816,35.671,2
436910,2011,17.0,41.836000000000006,-14.4771,149.9,12.547044628582098,35.6513,2
436911,2011,17.0,41.836000000000006,-14.4771,199.5,12.330488437471,35.6438,2
436993,2011,20.0,42.885,-15.8517,99.8,12.649573564798601,35.647,2
451086,2104,50.0,44.0568,-22.2447,307.3,12.305395894693302,35.6627,2
